fir_id,fir_text,bns_section
946,The accused made a false declaration before the magistrate in a case where declaration is admissible.,235
947,The accused made a false statement in an affidavit knowing the affidavit is admissible as evidence.,235
948,The accused made a false declaration in a notarised document that can be received as evidence.,235
949,The accused swore falsely in a statutory declaration that is legally receivable as evidence.,235
950,The accused made a false statement in a statutory declaration knowing it could be used as evidence.,235
951,The accused used a false declaration he knew to be false in court proceedings.,236
952,The accused produced a statutory declaration he knew to be false in the judicial proceeding.,236
953,The accused used a false affidavit knowing it contained false information as evidence.,236
954,The accused submitted a false notarised declaration knowing it to be false in the proceedings.,236
955,The accused used a sworn statement he knew was false in proceedings before a public servant.,236
956,The doctor issued a false medical certificate knowing it contained incorrect information.,237
957,The government official issued a false certificate of residence with intent to aid the accused.,237
958,The accused officer issued a false certificate knowing it was incorrect and admissible as evidence.,237
959,The licensing authority issued a false certificate knowing it to be incorrect and legally admissible.,237
960,The accused signed a false fitness certificate for a vehicle knowing it was incorrect.,237
961,The accused knew the killer and helped him escape by removing all incriminating evidence.,238
962,The accused concealed a murder weapon to help the actual killer escape from police.,238
963,The accused helped the culprit destroy all evidence connecting him to the crime.,238
964,The accused removed blood stains and destroyed evidence to help the criminal escape.,238
965,The accused concealed the victim's body to prevent detection of the offence committed by his friend.,238
966,The accused gave false information to police about the robbers who had committed the crime.,239
967,The accused misled police by giving false information about where the stolen property was kept.,239
968,The accused gave police false information about the suspect in a murder case.,239
969,The accused gave completely fabricated information to the investigators to mislead the case.,239
970,The accused gave false information to police about the time and place of the incident.,239
971,The accused filed a completely frivolous and vexatious case against me to harass me.,240
972,The accused grossly abused the legal process by filing multiple frivolous cases against me.,240
973,The accused filed a baseless civil suit against me knowing he had no legal case at all.,240
974,The accused obtained a false order by misrepresenting facts to the court in a frivolous case.,240
975,The accused used the legal process to harass me by filing patently false claims.,240
976,The accused fraudulently claimed ownership of my property to prevent its seizure by authorities.,241
977,The accused made a false claim to seized assets to prevent the government from confiscating them.,241
978,The accused fraudulently presented false documents to claim property that was being forfeited.,241
979,The accused created a false ownership claim over seized property to prevent its forfeiture.,241
980,The accused pretended to be the owner of attached property to frustrate the legal process.,241
981,The accused allowed a false decree to be passed against him to defraud the legitimate creditor.,242
982,The accused permitted a fake judgment to be executed against him to hide his real assets.,242
983,The accused allowed a false court order to be passed against him to defeat his creditors.,242
984,The accused cooperated in a fraudulent decree against himself to conceal assets from authorities.,242
985,The accused allowed a false judgment debt to be created against him to protect his real assets.,242
986,The accused filed a case in court claiming money from me knowing he had no lawful claim.,243
987,The accused instituted a false criminal proceeding against me with no just cause.,243
988,The accused filed a civil suit for property knowing he had no right or title to it.,243
989,The accused made a fraudulent claim in court for money he knew was not legally owed to him.,243
990,The accused instituted false proceedings against me knowing fully well the claim was unjust.,243
991,The accused fraudulently obtained a court decree for property to which he had no right.,244
992,The accused fraudulently got a court judgment for money that was not legally owed to him.,244
993,The accused obtained a false decree from court by submitting forged documents.,244
994,The accused obtained a fraudulent court order by misrepresenting facts to the judge.,244
995,The accused got a court judgment by fraud to take property that rightfully belongs to me.,244
996,The accused filed a false police complaint against me with intent to cause me injury.,245
997,The accused instituted a false criminal proceeding against me knowing there was no basis.,245
998,The accused filed a false FIR against me knowing that the allegations were entirely untrue.,245
999,The accused falsely accused me of a crime before the police with intent to harm me.,245
1000,The accused made a false complaint to the authorities knowing the charge had no basis.,245
1001,The accused knowingly hid the murderer in his house after the crime was committed.,246
1002,The accused helped the thief escape from police by hiding him in his vehicle.,246
1003,The accused concealed a wanted criminal in his warehouse knowing he was being sought by police.,246
1004,The accused gave shelter to a fugitive knowing he had escaped from police custody.,246
1005,The accused harboured a person he knew had committed a serious offence.,246
1006,The accused took money to conceal the offence committed by his associate.,247
1007,The accused accepted a bribe to not report a crime he had witnessed.,247
1008,The accused took money to screen his friend from legal punishment after a serious offence.,247
1009,The accused received payment for concealing information about a crime from authorities.,247
1010,The accused accepted money in exchange for not proceeding against the criminal.,247
1011,The accused offered money to a witness to ensure the criminal escaped from punishment.,248
1012,The accused paid someone to screen a criminal from legal punishment.,248
1013,The accused gave money to persons to help his associate escape from punishment.,248
1014,The accused paid others to conceal information about a crime to help the offender.,248
1015,The accused gave money to ensure no legal action was taken against the actual offender.,248
1016,The accused pretended he would recover my stolen goods but took money and did nothing.,249
1017,The accused took money under the pretext of recovering stolen property without reporting the crime.,249
1018,The accused accepted payment pretending he could recover stolen items without telling police.,249
1019,The accused took money claiming he could help recover stolen goods but never reported the crime.,249
1020,The accused took payment promising to recover stolen goods but concealed the offence from police.,249
1021,The accused helped the escaped convict hide from police by sheltering him in his house.,250
1022,The accused assisted a person who had escaped from jail by providing him shelter and food.,250
1023,The accused hid a fugitive knowing that person had escaped from legal custody.,250
1024,The accused gave shelter and assistance to a person who had escaped from police custody.,250
1025,The accused harboured a person who had escaped from prison knowing about his escape.,250
1026,The accused is known to regularly shelter members of a dacoity gang in his property.,251
1027,The accused conceals gang members knowing they have committed dacoity.,251
1028,The accused regularly harbours robbers and dacoits in his house providing them shelter.,251
1029,The accused provides safe haven to a criminal gang that commits robbery in the region.,251
1030,The accused knowingly shelters and conceals members of a notorious robbery gang.,251
1031,The accused took money claiming he could help recover stolen jewellery without police action.,252
1032,The accused accepted payment pretending he could help recover stolen property without reporting.,252
1033,The accused took money under pretence of helping recover stolen goods without legal action.,252
1034,The accused accepted payment to help recover stolen items while concealing the theft from police.,252
1035,The accused received money claiming he could recover stolen property without any legal process.,252
1036,The accused filed a false suit claiming property from me with fraudulent intention.,253
1037,The accused made a dishonest claim in court for money he knew was not owed to him.,253
1038,The accused filed a fraudulent claim in court knowing his claim had no legal basis.,253
1039,The accused dishonestly claimed ownership of property in court knowing he had no such right.,253
1040,The accused made a false claim in court against me with intent to cause financial harm.,253
1041,The accused obtained a court order by bribing a court official to issue a false process.,254
1042,The accused used fraud to obtain a court judgment that was not legally justified.,254
1043,The accused obtained a court process by personating another person before the court.,254
1044,The accused got a fraudulent court order issued by deceiving the court officer.,254
1045,The accused obtained a court decree through fraudulent means and corrupt practices.,254
1046,The accused impersonated me in court and made admissions that caused me legal harm.,255
1047,The accused falsely pretended to be another person to cause a court order to be passed.,255
1048,The accused personated another person and confessed judgment in a case against that person.,255
1049,The accused became bail for a person by using a false identity in court proceedings.,255
1050,The accused impersonated another and did acts in a court case causing harm to that person.,255
1051,The accused made a counterfeit seal of the court to stamp false documents.,256
1052,The accused copied a court seal to use on fabricated court documents.,256
1053,The accused made a copy of the authentication mark used on court documents.,256
1054,The accused reproduced a court seal to create false court records.,256
1055,The accused counterfeited the official mark used to authenticate court documents.,256
1056,The accused transferred all assets to his wife to prevent seizure under a court order.,257
1057,The accused secretly moved his property to prevent it from being forfeited.,257
1058,The accused hid his assets to prevent them being taken as a court-ordered forfeiture.,257
1059,The accused transferred money to associates to prevent its seizure under a court sentence.,257
1060,The accused disposed of all property to prevent its seizure under the court's punishment order.,257
1061,The accused received property knowing it was transferred to avoid seizure under a court order.,258
1062,The accused retained money knowing it had been moved to avoid forfeiture under a court sentence.,258
1063,The accused held property transferred to him to prevent its seizure by government authorities.,258
1064,The accused received assets knowing they were concealed from the court to prevent forfeiture.,258
1065,The accused kept property he knew had been transferred to avoid a court-ordered seizure.,258
1066,The accused interrupted the magistrate during proceedings with abusive language.,259
1067,The accused insulted the presiding judge in open court during proceedings.,259
1068,The accused deliberately disrupted the court hearing by making noise.,259
1069,The accused used offensive language toward a judicial officer during a hearing.,259
1070,The accused persistently interrupted and insulted the public servant conducting judicial proceedings.,259
1071,The accused threatened a witness to prevent her from giving evidence in court.,260
1072,The accused threatened a key witness to make him change his testimony.,260
1073,The accused threatened a witness saying he would harm him if he testified.,260
1074,The accused threatened to harm a witness and her family if she gave evidence.,260
1075,The accused sent threatening messages to a witness to deter him from appearing in court.,260
1076,The accused threatened a witness with physical harm to make him give false evidence.,261
1077,The accused threatened to destroy the witness's property if he did not give false testimony.,261
1078,The accused threatened damage to the witness's reputation to induce false evidence.,261
1079,The accused threatened to harm the witness's family unless he testified falsely in court.,261
1080,The accused threatened the witness with injury to make him not give evidence in court.,261
1081,The convicted person who was sent outside India has returned to India unlawfully.,262
1082,The person who was transported as part of his sentence has illegally returned to India.,262
1083,The convicted person returned from transportation without any lawful authority.,262
1084,The accused who was legally transported outside India returned without government permission.,262
1085,The person transported abroad as part of legal punishment has returned illegally to India.,262
1086,The convict who had been granted conditional remission violated the condition of remission.,263
1087,The accused accepted conditional remission but then did the act he was required not to do.,263
1088,The convicted person accepted remission of punishment but violated the conditions imposed.,263
1089,The person given conditional release committed the act that violated the conditions of his release.,263
1090,The convict violated the terms of his conditional remission and should face original punishment.,263
1091,The police officer intentionally omitted to arrest a person he was legally bound to arrest.,264
1092,The public servant deliberately did not apprehend the wanted criminal despite being required to.,264
1093,The officer who had the duty and power to arrest the person deliberately omitted to do so.,264
1094,The constable deliberately did not arrest the suspect he was legally empowered to apprehend.,264
1095,The officer with power of arrest deliberately chose not to arrest a person he was supposed to.,264
1096,The accused resisted arrest and tried to escape from police officers.,265
1097,The accused physically obstructed police from taking him into lawful custody.,265
1098,The accused fought with police officers who were trying to make a lawful arrest.,265
1099,The accused offered violent resistance to lawful apprehension by police.,265
1100,The accused unlawfully attempted to rescue himself from police custody after arrest.,265
1101,The accused blocked the road to prevent an auction of seized property from taking place.,266
1102,The accused interfered with a property auction being held under court orders.,266
1103,The accused came with a group and disrupted the auction of attached property.,266
1104,The accused created obstructions to prevent the lawful auction of seized goods.,266
1105,The accused threatened bidders to prevent them from participating in the court-ordered auction.,266
1106,The accused bid at the auction knowing the actual buyer was legally not allowed to purchase.,267
1107,The accused bid for property at a court auction in the name of a disqualified person.,267
1108,The accused participated in a government property auction on behalf of a legally ineligible party.,267
1109,The accused made bids at the official auction on behalf of someone legally prohibited from buying.,267
1110,The accused bought property at the public auction for a person legally barred from doing so.,267
1111,The accused obstructed a government health inspector from conducting his official inspection.,268
1112,The accused blocked a revenue official from discharging his official surveying duties.,268
1113,The accused obstructed a food inspector from collecting food samples in his restaurant.,268
1114,The accused prevented a labour inspector from entering the factory to check working conditions.,268
1115,The accused obstructed municipal officers from demolishing an illegal structure as ordered.,268
1116,The accused carelessly stored poisonous pesticides in a place accessible to children.,269
1117,The accused negligently transported toxic chemicals endangering health of people on the road.,269
1118,The accused carelessly handled poisonous substances near a residential area endangering lives.,269
1119,The accused negligently stored poisonous materials without adequate safety precautions.,269
1120,The accused was negligent with toxic waste disposal endangering the health of nearby residents.,269
1121,The factory was releasing toxic fumes making the air in the neighbourhood harmful to breathe.,270
1122,The accused burned chemicals in a residential area making the atmosphere noxious to health.,270
1123,The accused's operation released poisonous gases making the air in the area unbreathable.,270
1124,The accused's factory released fumes that caused respiratory problems for nearby residents.,270
1125,The accused deliberately burnt prohibited materials fouling the atmosphere in the area.,270
1126,The factory owner was found dumping chemical waste into the public water supply reservoir.,271
1127,The accused illegally discharged sewage into the public water source making it unfit for use.,271
1128,The accused was found polluting the public well used by the entire village.,271
1129,The accused deliberately fouled the water from the public spring by dumping waste.,271
1130,The factory released toxic waste into the public water reservoir used by residents.,271
1131,The accused ran a lottery business from his house causing disturbance to neighbours.,272
1132,The accused organised illegal gaming activities in the neighbourhood causing public nuisance.,272
1133,The accused ran a business that caused constant noise and disturbance to the neighbourhood.,272
1134,The accused's business activities in the residential area caused common nuisance to all.,272
1135,The accused ran an illegal gambling den causing constant disturbance to the locality.,272
1136,The accused sold food items he knew were adulterated making them unfit for consumption.,273
1137,The accused mixed harmful substances in the food he was selling to increase its weight.,273
1138,The accused mixed water in milk repeatedly making it unfit for human consumption.,273
1139,The accused knowingly sold spoilt food items that were dangerous to health.,273
1140,The accused adulterated cooking oil making it injurious to the health of consumers.,273
1141,The accused sold drugs he knew were adulterated or counterfeit endangering lives of patients.,274
1142,The accused dispensed medicines he knew were substandard and harmful to patients.,274
1143,The accused sold fake medicines knowing they were not what they appeared to be.,274
1144,The accused sold counterfeit drugs knowing they were harmful and unfit for consumption.,274
1145,The accused sold adulterated pharmaceutical products knowing they were dangerous to health.,274
1146,The accused was selling adulterated drugs at his pharmacy knowingly.,275
1147,The accused sold medicines he knew were counterfeit and did not meet drug standards.,275
1148,The accused dispensed medicines at his pharmacy knowing they were not genuine.,275
1149,The accused sold pharmaceutical products knowing they were substandard and dangerous.,275
1150,The accused sold counterfeit drugs from his medical store knowing they were fake.,275
1151,The accused was caught selling prohibited obscene books and magazines to minors.,276
1152,The accused was selling pornographic material from his bookshop.,276
1153,The accused sold obscene publications to members of the public from his shop.,276
1154,The accused was distributing obscene material in the neighbourhood.,276
1155,The accused was found selling obscene and indecent publications from his stall.,276
1156,The accused was running an obscene and indecent show in a public place.,277
1157,The accused exhibited obscene objects in a manner that could be seen by the public.,277
1158,The accused was found conducting an indecent and obscene performance in public.,277
1159,The accused organised a show involving obscene content that disturbed the public.,277
1160,The accused exhibited obscene objects in a public exhibition attracting public complaint.,277
1161,The accused committed a nuisance by blocking a public drain causing flooding.,278
1162,The accused committed a public nuisance by leaving dead animals on a public road.,278
1163,The accused's factory caused a public nuisance by releasing effluents into the street.,278
1164,The accused committed a nuisance causing obstruction and injury to people in the locality.,278
1165,The accused's activities created a common nuisance causing injury to the public.,278
1166,The truck driver was speeding recklessly on the busy highway endangering all road users.,279
1167,The accused was riding his motorcycle recklessly through the busy market endangering pedestrians.,279
1168,The taxi driver was driving dangerously in the crowded residential area putting lives at risk.,279
1169,The bus driver drove rashly through the market causing danger to pedestrians and vehicles.,279
1170,The accused drove his vehicle in a clearly rash manner endangering lives on the public road.,279
1171,The boat captain was navigating the passenger vessel recklessly in busy waterways.,280
1172,The accused navigated the ferry boat negligently putting passengers' lives at serious risk.,280
1173,The vessel captain drove the boat carelessly in a manner likely to endanger lives.,280
1174,The accused navigated the fishing trawler in a reckless manner endangering other vessels.,280
1175,The boat driver operated the vessel negligently in waters with heavy traffic endangering lives.,280
1176,The accused displayed a false navigation light on the coast misleading approaching ships.,281
1177,The accused erected false buoys that misled ships approaching the harbour.,281
1178,The accused displayed false navigation markers that misled vessels in the waterway.,281
1179,The accused installed false lights on the coast that caused a ship to be misled.,281
1180,The accused placed false markers in the navigation channel that misled approaching vessels.,281
1181,The boat operator knowingly overloaded the passenger vessel putting passengers in danger.,282
1182,The accused loaded the ferry boat beyond capacity knowing it was unsafe for passengers.,282
1183,The boat owner allowed the vessel to operate in a dangerously overloaded condition.,282
1184,The accused carried passengers in a vessel he knew was unsafe and about to sink.,282
1185,The owner negligently allowed passengers to be transported in an unseaworthy vessel.,282
1186,The accused left a deep uncovered pit in the middle of the road creating a hazard.,283
1187,The accused stored heavy materials on a public road creating danger to pedestrians.,283
1188,The accused left his vehicle on the road in a way that obstructed traffic and caused danger.,283
1189,The accused dug a trench on a public path and left it unmarked creating danger to the public.,283
1190,The accused abandoned construction materials on the road creating obstruction and danger.,283
1191,The accused opened a shop that was creating constant noise and disturbance to residents.,284
1192,The accused ran an operation causing vibration and noise which disturbed the neighbourhood.,284
1193,The accused's workshop created noise and vibrations causing disturbance to the locality.,284
1194,The accused ran a business that caused constant disturbance to people in the neighbourhood.,284
1195,The accused opened a disco that played loud music causing disturbance to the entire area.,284
1196,The accused was selling prohibited liquor without any licence to the public.,285
1197,The accused was running an illegal liquor den in his house.,285
1198,The accused was manufacturing and selling illicit liquor in the area.,285
1199,The accused sold prohibited alcohol to minors in his shop.,285
1200,The accused was found selling counterfeit branded liquor at his outlet.,285
1201,The accused was running an illegal gambling den in his house.,286
1202,The accused was operating an unlicensed gambling establishment in the area.,286
1203,The accused was found running a gambling operation attracting a large number of people.,286
1204,The accused was running card games for money in his house as a regular business.,286
1205,The accused was operating an illegal gaming establishment in the neighbourhood.,286
1206,The accused was seen in a public place in a state of intoxication causing disturbance.,287
1207,The accused was found drunk and disorderly in a public place creating nuisance.,287
1208,The accused was in a state of intoxication in a public street causing annoyance to passersby.,287
1209,The accused was found publicly intoxicated and was causing annoyance to the public.,287
1210,The accused appeared in an intoxicated state in a public place and was behaving disorderly.,287
1211,The accused negligently handled his firearm causing accidental discharge injuring bystanders.,288
1212,The accused carelessly left his loaded gun accessible to children resulting in an accident.,288
1213,The accused negligently used a firearm in a public place endangering lives.,288
1214,The accused was negligent with his weapon causing injury to an innocent person.,288
1215,The accused carelessly handled explosive material causing injury to a bystander.,288
1216,The accused negligently kept a ferocious dog without a leash which bit and injured passersby.,289
1217,The accused's dog which he kept negligently attacked and injured a child.,289
1218,The accused negligently kept wild animals that escaped and injured people.,289
1219,The accused kept a vicious animal negligently and it attacked my child.,289
1220,The accused kept dangerous animals without proper precautions causing injury to my son.,289
1221,The accused was found urinating in a public place causing indecency to passersby.,290
1222,The accused was found performing an obscene act in a public park causing annoyance to visitors.,290
1223,The accused committed an indecent act in a public place causing disgust to the public.,290
1224,The accused was seen performing a grossly indecent act in a public area.,290
1225,The accused committed an obscene act in public to the annoyance of others present.,290
1226,The accused was running a slaughterhouse in a residential area causing public nuisance.,291
1227,The accused was conducting activities in his premise causing a nuisance to the neighbourhood.,291
1228,The accused ran a tannery near homes causing public nuisance through smell and pollution.,291
1229,The accused continued to run his business causing nuisance to the area after court order to stop.,291
1230,The accused was running an activity causing a continuing public nuisance to the locality.,291
1231,The accused was selling obscene books pamphlets and pictures from his shop.,292
1232,The accused was distributing obscene material that was offensive and harmful to the public.,292
1233,The accused was found selling obscene printed material from a roadside stall.,292
1234,The accused was selling obscene pictures and books that depicted explicit content.,292
1235,The accused was distributing obscene publications to members of the public.,292
1236,The accused sold obscene books and pictures specifically to young persons.,293
1237,The accused was caught selling pornographic material to minors below 18 years of age.,293
1238,The accused was distributing obscene content specifically targeting young students.,293
1239,The accused was found selling obscene material to teenagers near the school.,293
1240,The accused was found distributing indecent material to minors in the school area.,293
1241,The accused sang obscene and indecent songs in a public place to the annoyance of others.,294
1242,The accused uttered obscene words loudly in a public street causing annoyance to people.,294
1243,The accused was found making obscene sounds in a public park causing annoyance.,294
1244,The accused used obscene language in a public place causing annoyance to passersby.,294
1245,The accused performed an obscene act in public causing annoyance to those present.,294
1246,The accused negligently handled his factory's toxic waste endangering neighbours.,295
1247,The accused negligently left dangerous chemicals accessible to the public.,295
1248,The accused negligently stored toxic materials without any safety precautions.,295
1249,The accused's negligent act with dangerous substances endangered many lives.,295
1250,The accused did a rash act with hazardous material knowing it was likely to endanger life.,295
1251,The accused unlawfully possessed a firearm that he used to commit the offence.,296
1252,The accused was found in possession of an unlicensed firearm in a public place.,296
1253,The accused carried an unlicensed weapon in a public place causing fear.,296
1254,The accused was found with an unlicensed pistol in his possession.,296
1255,The accused possessed an illegal firearm without any valid licence or permission.,296
1256,The accused was found in possession of a knife in a public place without lawful excuse.,297
1257,The accused carried a sharp weapon in public without any lawful justification.,297
1258,The accused was found carrying a dangerous weapon in a public place.,297
1259,The accused was found with a prohibited knife in a public place.,297
1260,The accused carried a deadly weapon in a public area without any lawful excuse.,297
1261,The accused deliberately wounded the religious feelings of our community by his acts.,298
1262,The accused made deliberate gestures intending to insult our religious beliefs.,298
1263,The accused uttered words intending to insult the religion of our community.,298
1264,The accused committed an act with clear intention to insult and hurt religious sentiments.,298
1265,The accused deliberately wounded religious feelings by making insulting gestures at our place of worship.,298
1266,The accused trespassed into our place of worship with intent to insult our religion.,299
1267,The accused entered the sacred temple premises with the intention of dishonouring our religion.,299
1268,The accused trespassed into the mosque with deliberate intent to dishonour our faith.,299
1269,The accused entered our church premises with intent to insult our religious practices.,299
1270,The accused trespassed into our Gurudwara with clear intention of dishonouring our religion.,299
1271,The accused destroyed the sacred object we use in our religious worship.,300
1272,The accused deliberately damaged a religious object that we consider sacred.,300
1273,The accused defiled the sacred objects in our place of worship.,300
1274,The accused desecrated an object that our community holds sacred.,300
1275,The accused destroyed an object of worship that has sacred significance to our community.,300
1276,The accused disturbed a religious assembly of our community with willful intention.,301
1277,The accused intruded upon our religious gathering with intent to disturb our worship.,301
1278,The accused disturbed a lawful religious assembly by making loud noise and disrupting it.,301
1279,The accused wilfully interfered with our congregation during religious ceremonies.,301
1280,The accused disrupted a peaceful religious assembly with deliberate intent to cause disturbance.,301
1281,The accused trespassed into the burial ground and desecrated graves of our community.,302
1282,The accused disturbed the dead body during the funeral of our community member.,302
1283,The accused insulted the remains of deceased persons in the cremation ground.,302
1284,The accused desecrated the burial site of my family members.,302
1285,The accused disturbed and insulted our religious funeral ceremony by trespassing into the grounds.,302
1286,My motorcycle was stolen from the parking area outside my apartment building last night.,303
1287,Someone stole my mobile phone from my jacket pocket while I was standing at the bus stop.,303
1288,My bicycle went missing from the cycle stand near the office where I had parked it.,303
1289,A thief stole my wallet containing cash and cards from my bag while I was shopping.,303
1290,My laptop was stolen from the office when I stepped out for a few minutes.,303
1291,A man on a bike snatched my handbag from my shoulder while I was walking on the road.,304
1292,Two men on a motorcycle snatched my gold chain from my neck near the market.,304
1293,A person running past grabbed my phone from my hand and ran away quickly.,304
1294,The accused snatched my bag containing ten thousand rupees from my hand at the bus stop.,304
1295,A motorcyclist drove close and snatched my wallet from my back pocket in the crowded bazaar.,304
1296,My house was broken into and my jewellery and cash were stolen while I was away.,305
1297,Thieves broke into my flat and stole electronics jewellery and fifty thousand rupees.,305
1298,The thieves entered my house by breaking the lock and stole everything valuable.,305
1299,My shop was broken into at night and thieves stole goods worth two lakh rupees.,305
1300,Someone picked the lock of my house and stole all my wife's gold jewellery.,305
1301,My servant stole twenty thousand rupees from the drawer in my office.,306
1302,A trusted employee stole electronic equipment from the company warehouse over several weeks.,306
1303,The domestic worker stole my laptop and jewellery while I was at work.,306
1304,An employee who had access to the store room was found stealing merchandise repeatedly.,306
1305,My office boy stole the petty cash box containing fifteen thousand rupees.,306
1306,The thieves had weapons ready before breaking into my house to counter any resistance.,307
1307,The accused came armed and made preparations for violence before committing theft.,307
1308,The thief had a knife ready while stealing from my house in case of encountering anyone.,307
1309,The accused had made preparations to hurt or restrain anyone while committing the theft.,307
1310,The accused had his associates waiting armed outside as he committed theft in the house.,307
1311,The accused demanded fifty thousand rupees threatening to harm my family.,308
1312,A group of men came to my shop demanding monthly protection money under threat of violence.,308
1313,The accused sent messages demanding money or he would leak my private photos.,308
1314,My business partner threatened to file false cases against me if I did not pay him money.,308
1315,The accused threatened to hurt my children if I did not pay him two lakh rupees.,308
1316,The accused threatened me with harm to my reputation to put me in fear for extortion.,309
1317,The accused put me in fear of bodily injury to attempt to extort money from me.,309
1318,The accused threatened to publish embarrassing content about me to put me in fear.,309
1319,The accused attempted to extort money by threatening to harm my property.,309
1320,The accused threatened to harm my family members in an attempt to extort money from me.,309
1321,The accused threatened to kill me unless I paid him five lakh rupees immediately.,310
1322,The accused threatened to cause grievous hurt to my father unless we paid ransom.,310
1323,The accused committed extortion by threatening to murder my son if I did not pay.,310
1324,The accused threatened to kidnap my daughter and cause grievous hurt for extortion.,310
1325,The accused demanded money threatening death to my family if not paid.,310
1326,The accused threatened to kill me and extort money and would not stop demanding.,311
1327,The accused put me in fear of death by pointing a gun at me and demanded money.,311
1328,The accused threatened to cause grievous hurt while trying to extort money.,311
1329,The accused attempted to extort money by making death threats to me and my family.,311
1330,The accused tried to extort money under threat of causing grievous hurt to my brother.,311
1331,The accused threatened to falsely accuse me of a murder if I did not give him money.,312
1332,The accused threatened to falsely accuse me of a serious crime unless I paid extortion.,312
1333,The accused demanded money threatening to make false accusations of a capital offence.,312
1334,The accused threatened to fabricate evidence of a serious crime against me for extortion.,312
1335,The accused demanded payment threatening to accuse me of an offence punishable with death.,312
1336,The accused threatened to falsely accuse me of robbery to compel me to pay him money.,313
1337,The accused tried to extort money threatening to make false accusation of a serious offence.,313
1338,The accused threatened false allegations of a capital offence to put me in fear for extortion.,313
1339,The accused attempted extortion threatening to frame me for a serious criminal offence.,313
1340,The accused put me in fear of serious false accusation to extract money.,313
1341,Two men threatened me with a knife and snatched my bag containing valuables on the road.,314
1342,Armed men stopped my car on a lonely road and robbed me at gunpoint.,314
1343,The accused snatched my phone by showing a knife and threatening to hurt me.,314
1344,Men held my wife at knifepoint and took all her jewellery and cash.,314
1345,The accused robbed me of my salary cash by pinning me against the wall and threatening me.,314
1346,The accused attempted to rob me at the road but I managed to raise an alarm and escape.,315
1347,The accused tried to rob me but was interrupted before completing the robbery.,315
1348,The accused made an attempt to snatch my valuables using force but was caught.,315
1349,The accused attempted armed robbery on my shop but fled when the alarm was triggered.,315
1350,The accused tried to rob my vehicle at gunpoint but was overpowered by bystanders.,315
1351,The accused hit me during a robbery causing me serious injury.,316
1352,The accused broke my arm while committing the robbery of my shop.,316
1353,During the robbery the accused voluntarily caused me grievous hurt.,316
1354,The accused stabbed me while committing the robbery at my residence.,316
1355,The accused struck me on the head causing grievous hurt while committing robbery.,316
1356,A gang of six men attacked our village and looted our houses at night.,317
1357,Five armed men came to my shop and robbed all the cash and jewellery at gunpoint.,317
1358,A gang of eight men attacked us on the highway and looted the entire vehicle.,317
1359,Six or more persons together attacked my warehouse and looted goods worth five lakh rupees.,317
1360,A group of armed men robbed the jewellery store taking ornaments worth twenty lakh rupees.,317
1361,The dacoits who looted my shop also shot and killed my watchman during the dacoity.,318
1362,A member of the dacoity gang committed murder during commission of the dacoity.,318
1363,One of the dacoits killed my brother while the gang was committing dacoity at my house.,318
1364,During dacoity at our home one of the gang members stabbed and killed my father.,318
1365,A gang member shot and killed a person while the gang was committing dacoity.,318
1366,A gang is openly gathering near our colony every night planning criminal operations.,319
1367,The accused along with four others were found assembled for the purpose of committing dacoity.,319
1368,The accused is a known member of a gang of five persons who commit robbery and dacoity.,319
1369,The accused was found with four other members of a dacoity gang near the targeted area.,319
1370,The accused is part of a group of five persons who regularly commit armed dacoity.,319
1371,The dacoits killed my husband while conducting dacoity at our business premises.,320
1372,A dacoity gang killed my father when he tried to resist during commission of dacoity.,320
1373,One of the five dacoits shot and killed my brother during dacoity at our shop.,320
1374,During dacoity at our house a gang member caused the death of my uncle.,320
1375,The dacoity gang murdered my employer when he tried to call for help.,320
1376,The accused is a member of a gang of five persons who regularly commit dacoity.,321
1377,The accused was found gathered with four others who are known to commit dacoity.,321
1378,The accused is one of seven persons regularly gathered for the purpose of committing dacoity.,321
1379,The accused is a known member of a large dacoity gang operating in this area.,321
1380,The accused was caught as part of a gang assembling to plan and commit dacoity.,321
1381,The accused and gang members killed my father while committing dacoity at our home.,322
1382,During dacoity committed by the accused and his gang members my brother was killed.,322
1383,The accused's gang killed my uncle when he resisted during commission of dacoity.,322
1384,The accused and his gang killed our neighbour when committing dacoity at his house.,322
1385,During dacoity the accused's gang members killed the owner of the shop.,322
1386,The accused took our family's gold coins without any consent while visiting our house.,323
1387,The accused found and dishonestly pocketed money that belonged to my employer.,323
1388,The accused misappropriated company petty cash that was in his temporary possession.,323
1389,The accused kept for himself a watch he found on the road knowing whose it was.,323
1390,The accused dishonestly kept money he found that belonged to another person.,323
1391,The accused took the gold ring from my deceased father's finger before others noticed.,324
1392,The accused misappropriated jewellery from the possession of a recently deceased person.,324
1393,The accused took the deceased person's belongings before proper estate administration.,324
1394,The accused kept money he found in the belongings of a deceased person dishonestly.,324
1395,The accused took valuable items from the deceased's estate before proper legal procedures.,324
1396,My business partner misappropriated company funds worth five lakh rupees entrusted to him.,325
1397,The accused who managed my accounts transferred my money to his personal account dishonestly.,325
1398,My property was entrusted to the accused for safekeeping and he sold it without my permission.,325
1399,The society secretary collected maintenance money and misused it for personal benefit.,325
1400,The accused who was given custody of donation funds diverted them for personal benefit.,325
1401,The accused who worked as a delivery carrier stole goods from packages entrusted to him.,326
1402,The warehouse keeper stole goods from the warehouse that were entrusted to him for safekeeping.,326
1403,The carrier misappropriated goods that were in his possession for safe transport.,326
