fir_id,fir_text,ipc_section
778,"After responding to an Instagram advertisement for a work-from-home scheme, I paid registration and training fees totaling twenty-two thousand rupees across multiple UPI transactions but received no work or refund.",420
779,"A person on a classified ads portal sold me a second-hand car, took full payment of two lakh rupees via bank transfer, and later I found the car had been reported stolen and could not be registered.",420
780,"The accused posed as a government portal representative, collected processing fees of fifteen thousand rupees via Paytm for a subsidy application, and all contact was cut off after the payment.",420
781,"The accused convinced me to invest in a cryptocurrency trading app, I deposited a total of three lakh rupees in multiple transactions, and the application disappeared along with the accused.",420
782,"A seller on an online marketplace collected payments for multiple electronic items worth over fifty thousand rupees in total, sent empty boxes for some orders and nothing for others.",420
783,"Two persons posing as insurance advisors visited my home, collected a premium of forty thousand rupees, issued fake policy documents, and their phone numbers were found to be inactive later.",420
784,The accused collected money from our entire apartment block promising to arrange a bulk purchase of solar panels at discounted rates through a government scheme and then stopped responding to all residents.,420
785,A social media account posing as a reputed jeweler took advance payment of sixty thousand rupees for gold coins to be delivered on a festive occasion and never sent anything.,420
786,"My business partner of four years withdrew six lakh rupees from our joint firm account without my knowledge, forged my signature on the withdrawal slips, and refused to return the amount.",406
787,The accused manager was entrusted with collecting dealer payments on behalf of the company but misappropriated over ten lakh rupees in collections by depositing them into a private account.,406
788,A real estate agent entrusted with all my property documents and power of attorney illegally sold my plot and pocketed the proceeds without informing me or sharing any amount.,406
789,The accused was given custody of our entire office inventory worth several lakhs for relocation purposes and diverted the goods to an unknown location without returning anything.,406
790,My trusted financial advisor who was managing my fixed deposits and mutual fund accounts redeemed all investments worth over fifteen lakh rupees and transferred the money to his own account.,406
791,"Armed with duplicate keys, the accused and two associates broke into our jewelry shop at midnight, gagged the night watchman, and looted gold ornaments and diamond rings worth over twenty lakhs.",457
792,A gang of three persons broke through the reinforced back wall of our factory godown using heavy tools during the night and made off with raw material and machinery worth several lakhs.,457
793,"The accused and his associates broke the shutters of our electronics showroom in the dead of night, disabled the CCTV wiring, and stole over forty mobile phones and laptops.",457
794,"Burglars broke open the iron safe inside our home office at night by drilling through it and stole cash, gold coins, and original property documents stored inside.",457
795,"Three persons broke into our ground floor flat at around two in the morning, tied up the elderly watchman, and looted cash, jewelry, and electronic items worth over five lakhs.",457
796,"After following me home from the office, the accused and another man cornered me in the building stairway, threatened me with a knife, and groped me when I refused to comply.",354
797,"Two men forcibly dragged me into a secluded lane near the bus stop, threatened me with dire consequences if I screamed, and committed assault against me.",354
798,"The accused along with a female associate blocked my path in the crowded market, held me by the arms, and subjected me to indecent behavior while others in the group stopped passersby from helping.",354
799,"A group of men followed me from the college campus to the bus stop, surrounded me at the stop, made threatening remarks, and one of them physically assaulted me when I raised my voice.",354
800,"The accused and two others came to my workplace, threatened my coworkers to leave the room, and then the main accused physically harassed me and warned me against reporting the matter.",354
